sale_id,sale_date,store_id,product_id,quantity
QR-685311,2022-12-06,ST-40,P-10,3
WQ-70997,2023-09-10,ST-54,P-70,2
AI-32202,2021-05-03,ST-11,P-63,3
EY-26511,2020-01-27,ST-9,P-38,3
RS-44826,2022-01-09,ST-43,P-35,4
MD-9883,2024-10-09,ST-67,P-44,5
QI-844941,2021-12-11,ST-12,P-26,2
GK-87994,2024-03-18,ST-32,P-62,5
SM-873089,2023-03-18,ST-62,P-46,7
AR-39714,2022-02-20,ST-45,P-70,6
UU-057159,2020-01-16,ST-23,P-34,4
IN-24379,2023-07-09,ST-13,P-22,6
PB-9586,2023-07-29,ST-34,P-7,6
DB-731957,2023-07-29,ST-54,P-16,1
HM-556447,2023-03-21,ST-67,P-11,8
XH-5216,2023-10-04,ST-66,P-65,4
GH-832613,2021-06-30,ST-54,P-58,5
HE-684909,2022-02-07,ST-22,P-4,5
QP-38678,2022-04-27,ST-27,P-33,5
EH-431208,2020-05-05,ST-7,P-48,3
BH-15620,2022-06-08,ST-30,P-83,5
UW-9778,2022-01-19,ST-38,P-17,5
AU-153059,2022-06-11,ST-42,P-51,6
OU-581491,2023-12-03,ST-70,P-48,7
UX-69663,2024-11-06,ST-40,P-61,7
QV-4956,2024-05-18,ST-23,P-67,8
AX-137838,2022-11-19,ST-49,P-46,6
XD-2705,2020-09-26,ST-15,P-64,4
KV-346581,2024-04-24,ST-3,P-77,1
SW-4869,2024-01-21,ST-47,P-64,5
GX-93416,2024-02-01,ST-38,P-20,6
UZ-934596,2023-03-15,ST-22,P-88,2
DS-538526,2022-12-25,ST-3,P-7,5
UM-2102,2024-07-06,ST-25,P-86,4
JM-226266,2020-02-23,ST-48,P-61,7
AY-41957,2024-03-16,ST-9,P-33,2
ZV-561198,2022-12-26,ST-4,P-49,7
IZ-23992,2020-10-10,ST-32,P-11,6
WR-14196,2020-12-10,ST-48,P-72,5
DV-8827,2022-12-30,ST-16,P-28,5
CC-50208,2022-09-03,ST-38,P-29,4
DJ-0805,2021-01-15,ST-18,P-66,2
VK-6714,2023-02-13,ST-69,P-81,6
CR-712929,2022-12-16,ST-38,P-36,6
IU-19591,2022-09-10,ST-50,P-16,8
GE-58548,2020-10-09,ST-62,P-81,2
EA-30679,2020-02-26,ST-15,P-3,10
ZH-0813,2022-12-06,ST-58,P-85,3
CH-20880,2020-09-17,ST-9,P-56,4
WK-612793,2024-07-08,ST-12,P-41,2
IZ-49644,2021-01-12,ST-21,P-60,9
GT-5769,2021-05-31,ST-58,P-56,1
HM-6539,2020-03-18,ST-74,P-28,8
HT-8644,2021-09-15,ST-6,P-84,8
EA-60808,2022-08-14,ST-23,P-58,4
EN-141014,2024-07-23,ST-73,P-36,9
SZ-3647,2023-01-12,ST-74,P-30,3
KB-4736,2021-07-20,ST-24,P-75,5
SM-198810,2024-08-23,ST-57,P-37,4
KT-2315,2024-11-05,ST-21,P-59,8
FH-998339,2020-08-28,ST-42,P-1,4
ZJ-4475,2021-06-20,ST-20,P-7,8
NL-603018,2020-03-06,ST-15,P-40,7
CN-273403,2022-10-15,ST-40,P-28,10
ZI-6035,2022-03-05,ST-44,P-8,7
MQ-943766,2022-06-29,ST-14,P-21,2
SA-24273,2020-12-31,ST-44,P-75,8
ZR-69968,2024-09-13,ST-56,P-55,3
SB-17758,2023-11-24,ST-34,P-86,1
WN-4372,2021-12-13,ST-50,P-33,1
SG-905032,2024-02-29,ST-63,P-62,1
MH-27393,2024-02-11,ST-56,P-3,7
VL-748168,2023-12-07,ST-48,P-62,8
LS-27424,2023-05-19,ST-48,P-30,6
DU-86487,2022-05-06,ST-29,P-44,5
PU-088935,2022-09-13,ST-60,P-48,10
NJ-5715,2021-12-03,ST-40,P-68,9
LT-704997,2023-09-25,ST-71,P-66,6
KR-44015,2020-06-29,ST-46,P-13,4
YU-35628,2024-07-06,ST-31,P-49,9
XN-64118,2022-12-31,ST-24,P-25,3
QY-246515,2023-04-01,ST-56,P-22,5
LK-28704,2020-10-03,ST-27,P-36,8
AT-2190,2022-11-24,ST-75,P-12,7
TC-9263,2021-02-01,ST-21,P-10,6
ZV-65936,2023-12-17,ST-15,P-87,3
XX-12057,2020-11-12,ST-61,P-6,9
SC-8090,2020-03-11,ST-18,P-1,10
UW-8585,2021-12-09,ST-21,P-47,6
JT-3817,2020-11-24,ST-44,P-29,2
BK-35473,2021-05-23,ST-74,P-46,5
LW-291496,2022-06-04,ST-13,P-49,3
HJ-29861,2021-11-15,ST-8,P-14,1
UH-1319,2023-07-30,ST-18,P-22,7
ZR-72692,2022-05-13,ST-38,P-54,8
DL-51766,2020-07-26,ST-43,P-69,3
BB-38025,2020-12-22,ST-54,P-46,7
GH-2982,2024-08-02,ST-71,P-3,6
OF-0810,2020-02-18,ST-27,P-62,9
CJ-830821,2022-12-03,ST-63,P-89,6
ZK-416335,2022-11-28,ST-69,P-41,10
IT-42774,2024-08-04,ST-27,P-86,3
ZP-094982,2024-10-04,ST-33,P-32,10
UN-23293,2022-11-18,ST-4,P-89,2
XJ-673406,2021-07-11,ST-51,P-36,10
VF-3115,2022-12-03,ST-70,P-14,2
ZU-003389,2020-03-14,ST-66,P-25,7
XM-0855,2022-03-28,ST-26,P-70,9
OB-25294,2021-09-05,ST-30,P-39,5
TG-3673,2020-11-17,ST-74,P-19,5
YH-1316,2022-08-26,ST-29,P-80,2
YR-336029,2024-11-12,ST-30,P-30,5
KT-21575,2024-04-17,ST-73,P-18,7
XG-33361,2022-02-05,ST-15,P-39,2
AC-67107,2021-05-17,ST-30,P-29,5
WD-27684,2023-10-18,ST-67,P-33,3
WO-15640,2021-10-11,ST-59,P-13,5
HX-3464,2020-09-24,ST-29,P-28,8
KM-4726,2023-08-29,ST-60,P-1,8
MH-47195,2023-11-06,ST-71,P-81,4
OH-33576,2023-07-18,ST-66,P-56,5
YA-6722,2020-05-14,ST-4,P-69,7
ON-8719,2021-09-25,ST-56,P-34,3
IK-57509,2022-11-18,ST-56,P-83,2
JF-38510,2020-12-26,ST-38,P-5,8
CZ-546484,2022-08-23,ST-18,P-57,9
GV-0268,2020-02-06,ST-41,P-88,8
YR-06658,2024-02-26,ST-1,P-15,2
AJ-4282,2022-10-30,ST-59,P-36,1
ZW-174834,2020-04-09,ST-48,P-64,1
EP-102327,2024-03-25,ST-52,P-30,10
YU-467386,2023-09-21,ST-58,P-73,1
XT-457188,2024-01-18,ST-27,P-8,6
DM-184123,2022-11-20,ST-55,P-63,9
KC-76494,2020-06-30,ST-51,P-66,3
LU-887336,2024-07-10,ST-5,P-25,6
XR-1353,2024-11-12,ST-3,P-4,5
OY-241324,2022-03-10,ST-46,P-53,5
VX-5045,2022-02-25,ST-25,P-5,10
WA-74948,2024-07-11,ST-43,P-1,1
ZJ-2366,2022-04-02,ST-66,P-84,9
RF-8283,2021-06-28,ST-54,P-57,4
IA-5306,2023-12-21,ST-22,P-67,1
UT-3723,2022-04-16,ST-74,P-73,4
QU-357794,2022-12-30,ST-72,P-31,8
GS-60838,2023-02-27,ST-16,P-9,3
IM-758562,2021-03-12,ST-39,P-41,8
YT-613425,2020-08-26,ST-39,P-51,1
WH-3094,2020-06-20,ST-31,P-25,3
GT-7537,2021-11-23,ST-42,P-21,6
YE-7606,2020-07-19,ST-24,P-56,7
UN-790139,2023-11-10,ST-1,P-30,3
GJ-2277,2023-02-02,ST-17,P-7,5
YW-8479,2023-05-27,ST-69,P-45,6
VJ-328115,2024-02-02,ST-60,P-85,5
CC-86552,2022-07-15,ST-13,P-70,6
PJ-477792,2020-01-02,ST-25,P-35,5
UI-936328,2024-09-23,ST-18,P-40,9
SK-543854,2021-10-02,ST-63,P-34,6
UR-4191,2023-07-06,ST-17,P-27,2
ZO-065270,2022-04-25,ST-70,P-70,10
PN-189573,2023-12-01,ST-10,P-77,8
YP-90853,2023-03-27,ST-12,P-61,10
AU-72952,2020-11-11,ST-55,P-83,8
DR-9665,2024-08-25,ST-17,P-53,8
IZ-73749,2022-08-07,ST-46,P-40,4
XV-656032,2022-08-30,ST-24,P-51,10
LB-806975,2021-08-10,ST-9,P-32,1
KB-81931,2023-02-16,ST-62,P-50,1
DZ-5939,2022-07-10,ST-74,P-73,2
YC-524898,2021-09-01,ST-13,P-61,9
UY-80418,2021-04-20,ST-24,P-45,7
NW-152872,2024-05-18,ST-1,P-19,7
XD-848050,2021-03-29,ST-28,P-6,1
FT-2674,2023-02-19,ST-11,P-72,3
QG-3239,2023-01-05,ST-10,P-76,7
QF-83099,2023-03-31,ST-47,P-39,5
GN-64541,2022-09-05,ST-5,P-75,4
GC-25949,2022-06-16,ST-72,P-6,3
VI-1644,2024-06-02,ST-27,P-79,8
MN-577174,2020-05-15,ST-45,P-26,1
QS-636030,2020-03-05,ST-72,P-31,5
SI-3101,2023-05-19,ST-12,P-73,10
QJ-1408,2020-09-09,ST-73,P-27,10
SB-03817,2023-12-14,ST-38,P-74,8
DP-842332,2021-05-02,ST-18,P-85,3
PF-888845,2020-04-28,ST-34,P-49,6
FQ-19100,2022-12-10,ST-73,P-39,2
BP-1883,2022-12-06,ST-18,P-22,5
GH-00406,2021-11-28,ST-38,P-9,9
WG-521019,2020-05-16,ST-43,P-4,5
CE-44578,2022-12-02,ST-43,P-22,4
KW-9049,2022-03-17,ST-20,P-19,6
KL-1290,2023-04-13,ST-3,P-76,10
RV-8445,2022-07-23,ST-10,P-32,9
TX-0357,2021-06-05,ST-66,P-32,4
LQ-01453,2023-02-04,ST-15,P-18,7
SB-31957,2023-03-23,ST-17,P-33,3
YB-69871,2021-01-20,ST-15,P-86,2
FD-0142,2022-12-09,ST-30,P-67,5
PB-697275,2023-11-10,ST-75,P-69,10
OR-83008,2023-02-05,ST-18,P-89,9
UW-9425,2022-02-05,ST-33,P-34,1
VW-1310,2022-05-30,ST-48,P-44,1
DH-48133,2021-03-26,ST-69,P-67,2
CZ-39643,2020-03-08,ST-17,P-77,4
JV-20717,2022-06-25,ST-3,P-54,3
DO-632053,2022-12-15,ST-61,P-25,6
SS-569768,2023-02-07,ST-74,P-52,9
WH-7032,2021-07-28,ST-6,P-62,6
XL-35739,2024-08-06,ST-48,P-87,3
GR-9199,2021-12-18,ST-47,P-86,4
HQ-7041,2023-01-20,ST-73,P-86,7
RP-965617,2022-06-14,ST-10,P-89,1
JY-65852,2024-09-16,ST-64,P-65,10
VU-98080,2020-09-18,ST-67,P-76,10
KY-406747,2022-10-27,ST-70,P-23,8
DC-6287,2020-06-29,ST-29,P-34,7
KX-24429,2024-07-29,ST-52,P-54,1
WO-08512,2021-07-08,ST-9,P-36,6
SH-919789,2024-06-21,ST-43,P-25,5
RB-881223,2020-12-19,ST-26,P-69,7
XN-9036,2023-08-13,ST-4,P-39,8
IM-733030,2023-04-12,ST-63,P-78,9
IX-04595,2023-03-06,ST-65,P-44,6
EK-552645,2020-05-16,ST-33,P-80,9
NV-043756,2021-10-30,ST-23,P-5,5
HE-6222,2020-12-20,ST-44,P-89,9
MK-3847,2022-10-16,ST-62,P-59,5
LT-779617,2021-06-30,ST-5,P-56,10
TJ-791164,2024-01-19,ST-9,P-42,9
XY-5567,2023-08-23,ST-46,P-18,4
DS-2067,2020-09-30,ST-55,P-85,6
NA-019881,2022-08-02,ST-72,P-65,1
WL-34363,2023-10-13,ST-53,P-14,6
RV-0287,2023-12-31,ST-70,P-24,1
ES-21859,2022-03-29,ST-42,P-88,8
NJ-5936,2021-01-23,ST-75,P-13,1
BF-78487,2020-06-30,ST-4,P-74,6
RH-142077,2022-08-21,ST-50,P-76,1
TR-4730,2021-09-17,ST-16,P-67,9
ZY-6413,2020-05-14,ST-27,P-74,3
IK-7760,2022-01-23,ST-4,P-67,4
YR-88065,2020-03-31,ST-68,P-61,4
YM-908855,2020-01-06,ST-49,P-46,6
EF-5718,2023-10-28,ST-66,P-16,10
HC-486329,2021-06-25,ST-68,P-89,8
FE-632992,2024-03-26,ST-64,P-19,1
AE-9739,2020-01-28,ST-71,P-89,5
HP-623838,2021-10-01,ST-22,P-7,4
WU-070168,2020-11-22,ST-71,P-38,7
FD-390504,2022-01-14,ST-3,P-40,9
DP-6756,2023-01-16,ST-8,P-59,1
BX-1580,2024-06-04,ST-41,P-76,4
DS-58172,2023-11-28,ST-60,P-38,5
OP-73483,2020-07-25,ST-20,P-7,5
XA-064224,2020-07-04,ST-5,P-64,2
IZ-7088,2024-02-15,ST-54,P-19,1
VW-57067,2022-11-22,ST-65,P-42,3
RL-64991,2022-10-12,ST-48,P-50,3
HL-48477,2020-07-20,ST-1,P-76,9
YO-0083,2023-04-25,ST-6,P-25,5
WS-8444,2022-11-05,ST-27,P-34,9
OH-50710,2024-02-02,ST-73,P-15,1
FR-677614,2022-10-12,ST-34,P-89,6
WG-328937,2022-02-16,ST-72,P-13,9
IJ-849538,2024-06-30,ST-72,P-53,10
JR-0877,2021-12-26,ST-23,P-60,5
AF-7814,2021-07-30,ST-52,P-28,4
PC-3138,2020-11-03,ST-16,P-49,2
UK-72994,2020-11-15,ST-37,P-34,2
AE-525365,2022-02-08,ST-47,P-44,10
YE-65949,2020-02-06,ST-19,P-64,7
SS-1701,2020-11-25,ST-8,P-53,7
GN-682165,2024-11-08,ST-12,P-35,4
ZA-0382,2021-11-08,ST-10,P-13,7
YX-6953,2021-03-25,ST-22,P-30,9
PX-7724,2024-06-01,ST-61,P-40,3
WN-211627,2024-04-02,ST-42,P-59,3
EG-0211,2021-12-24,ST-46,P-37,4
NX-402128,2023-12-29,ST-64,P-16,1
DR-617254,2022-01-06,ST-13,P-20,6
ZK-18625,2020-12-10,ST-57,P-45,2
SD-7390,2023-05-10,ST-34,P-2,8
DA-351131,2021-05-10,ST-25,P-28,5
TI-915477,2021-09-19,ST-18,P-39,7
ZD-317961,2020-09-16,ST-24,P-71,3
YK-93153,2021-07-17,ST-47,P-66,9
OT-55225,2022-10-31,ST-74,P-15,5
VT-332668,2022-12-30,ST-44,P-53,5
GV-5353,2020-10-10,ST-58,P-64,6
XZ-21907,2024-06-25,ST-22,P-41,3
AL-19440,2021-08-09,ST-15,P-45,6
FI-0287,2022-06-05,ST-71,P-64,3
HI-12063,2024-06-28,ST-30,P-79,6
IF-407442,2020-02-25,ST-48,P-54,10
OJ-44857,2023-01-28,ST-73,P-74,3
DP-029956,2020-07-04,ST-66,P-27,5
DW-12530,2020-01-15,ST-9,P-87,4
OL-851311,2022-06-14,ST-58,P-59,3
NP-66215,2020-10-02,ST-15,P-47,2
TC-8819,2021-07-21,ST-14,P-36,4
SS-7131,2022-03-20,ST-3,P-78,6
RP-3895,2024-02-14,ST-15,P-29,9
GW-1159,2020-09-04,ST-57,P-65,5
CC-876819,2021-11-26,ST-30,P-58,3
GS-40971,2023-04-21,ST-64,P-14,9
LX-9615,2021-04-06,ST-68,P-33,7
ZY-844118,2021-12-04,ST-30,P-58,9
BD-60823,2021-10-04,ST-54,P-21,3
QQ-176915,2023-04-30,ST-15,P-52,10
OK-383633,2020-05-04,ST-37,P-40,7
UF-413341,2023-09-02,ST-46,P-11,3
KB-9982,2021-07-14,ST-34,P-40,6
RF-7471,2023-10-30,ST-71,P-79,3
QP-76538,2022-01-06,ST-61,P-56,5
WS-614413,2021-01-31,ST-41,P-84,4
TS-886348,2022-04-16,ST-21,P-84,6
NX-60932,2021-02-28,ST-67,P-34,5
FD-495416,2021-07-29,ST-45,P-53,1
UM-7875,2020-03-09,ST-15,P-21,6
HT-342051,2024-05-14,ST-26,P-30,9
YZ-015059,2021-12-01,ST-39,P-5,1
GA-1879,2020-04-15,ST-18,P-63,9
UG-18606,2020-06-11,ST-39,P-46,3
CZ-057114,2020-04-07,ST-43,P-36,2
VP-369810,2020-09-19,ST-11,P-19,3
TL-07485,2024-03-27,ST-65,P-16,1
SN-371996,2023-10-05,ST-17,P-83,8
OB-946512,2020-01-05,ST-14,P-54,5
MQ-13197,2021-03-17,ST-2,P-41,6
OS-7892,2020-03-26,ST-49,P-62,1
WT-18880,2021-11-17,ST-75,P-57,6
AY-8106,2020-01-25,ST-12,P-76,9
HA-9322,2024-07-03,ST-67,P-73,2
LN-4817,2021-11-10,ST-2,P-39,2
NR-73534,2021-12-28,ST-6,P-3,7
EA-4597,2024-10-15,ST-46,P-21,5
QK-9629,2021-07-11,ST-14,P-54,2
WP-2269,2022-06-28,ST-60,P-46,3
DT-483413,2022-11-11,ST-26,P-45,2
NZ-3734,2022-09-11,ST-5,P-17,9
TY-08157,2020-09-09,ST-46,P-48,8
XL-88460,2023-04-17,ST-14,P-3,3
UH-8041,2021-01-23,ST-19,P-44,5
MR-780585,2024-04-29,ST-70,P-61,2
IZ-39222,2024-02-15,ST-37,P-68,2
JD-4632,2024-10-17,ST-74,P-62,7
BV-5272,2023-06-22,ST-59,P-63,4
FV-6977,2020-09-10,ST-46,P-81,4
DU-627374,2022-08-16,ST-40,P-43,6
KW-901744,2022-06-08,ST-25,P-82,7
DZ-2513,2023-07-04,ST-29,P-52,2
XB-11444,2023-12-23,ST-16,P-76,2
FF-177989,2022-02-19,ST-39,P-34,10
QB-9099,2022-01-16,ST-45,P-12,3
OJ-4537,2024-09-11,ST-15,P-22,3
GT-7198,2022-07-17,ST-34,P-83,2
VA-5575,2022-09-22,ST-59,P-51,1
OE-699677,2021-03-02,ST-23,P-25,1
KK-27870,2021-07-12,ST-25,P-79,5
QZ-3850,2024-04-29,ST-3,P-47,3
UE-52679,2020-07-24,ST-10,P-33,5
JB-42648,2021-12-20,ST-33,P-43,8
VU-594114,2023-09-10,ST-14,P-23,6
UI-04714,2023-11-16,ST-4,P-74,3
SW-43746,2024-03-06,ST-14,P-88,5
FE-246846,2020-09-09,ST-24,P-19,6
OA-1987,2021-03-12,ST-5,P-40,1
KC-2902,2022-03-24,ST-23,P-7,10
PY-174731,2023-07-15,ST-26,P-47,4
XT-3639,2022-01-08,ST-68,P-7,3
AS-7848,2023-10-04,ST-34,P-82,2
EL-05108,2021-01-04,ST-64,P-82,1
KS-35715,2024-03-07,ST-7,P-57,2
ZI-476843,2022-02-03,ST-52,P-70,7
NU-682788,2023-06-15,ST-44,P-84,2
NE-04314,2020-09-11,ST-75,P-81,10
OQ-81952,2023-01-19,ST-49,P-9,10
WE-0496,2021-11-26,ST-45,P-19,4
ZG-1627,2023-08-26,ST-64,P-17,7
IG-0686,2020-11-21,ST-5,P-19,6
OI-012711,2021-06-10,ST-2,P-9,2
RV-395363,2023-06-24,ST-36,P-82,4
IF-17297,2024-01-03,ST-73,P-21,6
MA-3654,2024-10-12,ST-51,P-63,8
QM-8730,2022-11-14,ST-35,P-70,2
WR-44850,2023-05-06,ST-54,P-89,1
DW-00715,2021-08-20,ST-73,P-27,5
VC-1867,2024-11-09,ST-63,P-33,10
FC-737425,2023-06-08,ST-72,P-70,4
WJ-440311,2021-12-27,ST-27,P-63,10
TY-8014,2021-06-11,ST-44,P-89,6
HB-14547,2024-08-23,ST-5,P-45,2
GN-43693,2020-09-22,ST-51,P-49,7
ON-896891,2020-10-18,ST-7,P-11,5
PE-784563,2022-10-03,ST-68,P-23,4
MZ-61178,2022-01-01,ST-67,P-22,3
DC-4749,2020-06-14,ST-3,P-28,7
XD-75497,2020-03-09,ST-15,P-47,2
YT-79238,2020-12-29,ST-27,P-18,3
OK-5242,2023-05-06,ST-43,P-49,10
OW-506074,2020-05-19,ST-2,P-3,4
VM-25258,2020-10-03,ST-67,P-63,5
VV-88953,2024-05-26,ST-55,P-35,2
SY-3016,2021-02-10,ST-25,P-26,5
CD-3397,2022-04-17,ST-39,P-63,8
WA-998376,2020-05-11,ST-61,P-88,10
LS-7755,2022-03-16,ST-12,P-16,6
QC-81537,2024-02-24,ST-45,P-27,5
MX-393525,2021-06-14,ST-9,P-85,8
EJ-221968,2021-12-25,ST-11,P-61,7
ZE-53161,2022-10-07,ST-1,P-38,10
OF-34503,2022-03-13,ST-20,P-49,1
LF-6286,2022-04-11,ST-50,P-21,3
WF-89102,2022-08-02,ST-61,P-31,3
IK-19445,2020-12-07,ST-18,P-75,5
LH-14096,2023-06-10,ST-21,P-31,1
HX-72872,2021-06-26,ST-43,P-71,3
QC-4850,2020-06-06,ST-69,P-2,7
LC-344775,2022-05-19,ST-13,P-76,7
MO-559719,2023-10-28,ST-16,P-20,9
IV-51690,2024-07-05,ST-72,P-35,6
AE-53111,2021-07-10,ST-62,P-74,4
TC-683238,2022-07-02,ST-63,P-20,2
YX-022642,2022-11-07,ST-54,P-25,8
YA-9197,2020-03-11,ST-1,P-55,9
BO-131609,2020-02-28,ST-20,P-78,2
JX-6111,2020-09-30,ST-55,P-9,2
WQ-90437,2022-08-22,ST-41,P-57,10
AY-446194,2020-01-26,ST-65,P-29,4
GB-011779,2024-08-30,ST-1,P-33,10
OV-71625,2022-11-24,ST-65,P-80,7
GD-01868,2024-06-22,ST-57,P-62,1
XO-82773,2023-10-14,ST-8,P-54,1
BA-59967,2020-05-03,ST-13,P-2,9
ZK-6796,2020-03-12,ST-19,P-19,10
XU-427684,2023-11-30,ST-69,P-37,10
MK-24928,2023-09-15,ST-13,P-83,10
JP-7734,2020-06-21,ST-75,P-47,4
ZG-41969,2023-03-11,ST-34,P-27,4
FR-100947,2020-08-04,ST-64,P-87,2
SV-974445,2022-01-10,ST-24,P-81,9
EW-70217,2023-08-06,ST-44,P-83,10
GF-9529,2021-03-14,ST-42,P-86,5
PW-76244,2020-10-10,ST-8,P-84,6
BE-9378,2024-09-13,ST-1,P-81,9
HQ-035606,2023-07-21,ST-9,P-26,3
PG-8309,2020-08-01,ST-30,P-10,3
YA-29444,2021-09-13,ST-57,P-70,9
CG-80652,2020-11-29,ST-48,P-53,8
UF-54719,2022-12-16,ST-60,P-45,10
KE-0141,2020-07-17,ST-3,P-5,9
ZZ-72732,2023-10-15,ST-9,P-81,2
JT-7443,2023-10-27,ST-45,P-27,10
LA-7749,2021-02-14,ST-24,P-25,8
CR-789422,2021-08-26,ST-75,P-46,6
GZ-1615,2021-11-07,ST-54,P-19,1
XQ-40680,2023-02-07,ST-28,P-15,2
ML-69267,2021-07-11,ST-32,P-55,5
WP-06482,2021-03-14,ST-43,P-54,7
QZ-692586,2021-06-04,ST-39,P-47,1
GS-9666,2022-10-21,ST-22,P-68,9
PL-355684,2022-11-30,ST-73,P-57,4
SH-5243,2024-10-11,ST-45,P-25,7
SK-08652,2020-01-07,ST-31,P-74,4
EZ-8846,2020-08-19,ST-27,P-77,2
IP-6339,2023-11-08,ST-35,P-76,2
KJ-2595,2020-04-28,ST-8,P-69,1
CI-4176,2023-08-01,ST-4,P-31,8
CZ-9452,2024-05-01,ST-14,P-74,7
DB-31725,2022-09-27,ST-21,P-51,2
YX-387403,2022-06-04,ST-10,P-77,5
KE-42778,2022-06-09,ST-51,P-67,5
TM-4049,2020-04-14,ST-24,P-83,8
EH-352058,2021-03-24,ST-29,P-57,6
MP-5412,2023-04-19,ST-11,P-52,2
HC-75538,2020-05-08,ST-8,P-36,10
MN-254463,2023-11-15,ST-58,P-42,7
RJ-00303,2023-01-20,ST-20,P-47,2
NC-0368,2023-01-26,ST-67,P-3,5
PO-82426,2024-09-27,ST-74,P-27,7
AX-3461,2021-02-26,ST-63,P-75,8
BK-8338,2021-01-14,ST-36,P-43,6
CX-41689,2022-04-04,ST-21,P-8,1
QG-5967,2021-06-14,ST-18,P-68,9
RW-54101,2020-07-14,ST-51,P-72,6
FD-80377,2023-12-03,ST-35,P-32,9
SU-24109,2024-01-13,ST-3,P-69,1
JU-58681,2022-07-15,ST-35,P-80,10
EW-29040,2022-10-26,ST-24,P-24,5
VI-388246,2021-01-30,ST-58,P-38,3
WZ-3504,2024-04-23,ST-3,P-16,7
CS-298403,2021-08-14,ST-16,P-53,2
MU-4847,2024-09-10,ST-7,P-23,7
GZ-4823,2023-12-28,ST-75,P-43,5
BX-6754,2020-07-03,ST-18,P-66,4
ZT-68337,2020-03-14,ST-35,P-68,10
LL-56635,2023-06-20,ST-10,P-7,6
KO-519735,2020-07-18,ST-7,P-4,1
CZ-54254,2023-09-29,ST-60,P-8,9
UL-8245,2020-05-29,ST-75,P-74,10
XD-38293,2020-03-20,ST-4,P-23,6
VN-83486,2020-02-04,ST-17,P-89,5
UD-6651,2022-07-22,ST-21,P-59,7
WC-8906,2023-09-15,ST-44,P-35,8
RS-2497,2020-10-04,ST-19,P-65,5
SD-73501,2022-07-10,ST-28,P-23,7
WQ-2907,2023-03-18,ST-14,P-11,5
VP-1989,2022-09-10,ST-75,P-68,6
MP-106872,2022-04-17,ST-40,P-88,2
JU-31643,2022-06-12,ST-71,P-35,2
WK-225585,2022-11-08,ST-57,P-34,2
NQ-26068,2022-12-21,ST-4,P-80,2
DT-13663,2024-02-17,ST-25,P-71,7
PM-8734,2023-01-22,ST-20,P-12,1
IF-8284,2021-02-19,ST-67,P-74,3
VS-619436,2023-10-21,ST-17,P-74,1
AG-439487,2020-09-15,ST-70,P-72,5
CV-34654,2023-06-19,ST-39,P-2,7
CL-837520,2021-01-18,ST-28,P-23,8
PL-376114,2020-03-27,ST-30,P-11,7
OB-88619,2020-05-01,ST-10,P-59,8
YO-026434,2020-08-08,ST-71,P-33,10
TD-740067,2023-06-25,ST-54,P-18,5
HG-55569,2023-06-10,ST-10,P-5,6
JM-642347,2023-07-24,ST-50,P-76,2
XM-03870,2021-05-07,ST-7,P-43,1
HD-39347,2024-10-05,ST-23,P-84,3
XC-16330,2023-03-24,ST-67,P-77,10
XM-90187,2021-11-11,ST-56,P-14,5
ZW-25160,2023-10-27,ST-33,P-63,5
DQ-7849,2022-09-22,ST-56,P-33,6
OQ-033563,2023-09-30,ST-12,P-25,9
BG-903664,2023-02-20,ST-26,P-3,2
VD-4544,2022-05-07,ST-10,P-32,9
YO-16491,2021-11-22,ST-50,P-5,5
GK-61823,2024-10-22,ST-14,P-27,3
RF-4230,2023-07-15,ST-46,P-74,5
NE-217834,2024-09-28,ST-48,P-54,1
TP-65201,2021-01-29,ST-55,P-54,2
JP-808084,2020-12-25,ST-12,P-30,9
RT-04733,2020-02-06,ST-52,P-28,9
FD-0934,2022-07-27,ST-5,P-85,2
IV-220037,2024-09-25,ST-24,P-24,5
HK-654129,2021-08-23,ST-70,P-31,3
TQ-609793,2023-08-02,ST-63,P-40,6
EH-6151,2020-09-09,ST-50,P-19,8
UB-210704,2021-05-10,ST-67,P-44,9
FZ-9656,2021-05-14,ST-27,P-40,4
GV-3885,2023-10-28,ST-48,P-80,8
NC-945920,2022-04-11,ST-27,P-4,9
RX-1048,2020-04-12,ST-67,P-44,1
AH-9296,2021-12-12,ST-67,P-47,6
JA-4440,2020-03-04,ST-5,P-57,2
ZV-00808,2024-06-25,ST-39,P-22,10
ED-64663,2024-06-22,ST-19,P-4,10
NK-6717,2021-09-24,ST-52,P-19,4
SE-499439,2022-02-26,ST-6,P-43,1
MN-6919,2021-05-18,ST-56,P-11,3
WB-11983,2022-02-23,ST-33,P-68,4
QD-78572,2023-09-12,ST-69,P-71,5
QT-7545,2023-06-05,ST-25,P-47,10
DH-2236,2024-09-10,ST-9,P-43,4
JC-08743,2022-03-06,ST-36,P-16,7
EX-9502,2022-12-16,ST-65,P-38,2
CV-713944,2020-04-07,ST-32,P-29,4
NM-4241,2020-10-03,ST-46,P-43,2
AN-0425,2022-09-13,ST-17,P-71,10
RQ-925268,2021-03-28,ST-66,P-63,2
DK-54235,2020-09-25,ST-39,P-78,8
PZ-4288,2023-02-06,ST-13,P-24,7
BR-39673,2024-05-22,ST-44,P-14,8
KZ-842345,2021-04-01,ST-71,P-1,8
LW-2486,2022-11-14,ST-25,P-27,7
JC-612668,2021-02-09,ST-37,P-45,7
XP-899424,2024-11-08,ST-60,P-52,1
UU-03464,2024-10-21,ST-54,P-33,8
